162565;148;29-11-2023 14:56:32.2
162565;154;29-11-2023 14:56:32.2
162565;150;29-11-2023 14:56:32.2
162565;156;29-11-2023 14:56:32.2
162565;148;29-11-2023 14:56:46.7
162565;150;29-11-2023 14:56:46.7
162565;154;29-11-2023 14:56:46.7
162565;156;29-11-2023 14:56:46.7
162565;142;29-11-2023 16:28:06.9
162565;142;29-11-2023 16:28:08.1
162565;148;29-11-2023 16:28:38.4
162565;156;29-11-2023 16:28:38.4
162565;150;29-11-2023 16:28:38.4
162565;154;29-11-2023 16:28:38.4
162565;142;29-11-2023 16:29:00.3
162565;142;29-11-2023 16:29:01.4
162565;142;29-11-2023 16:29:02.2
162565;142;29-11-2023 16:29:02.8
162565;142;29-11-2023 16:29:09.0
162565;142;29-11-2023 16:29:10.0
162565;142;29-11-2023 16:29:12.8
162565;154;29-11-2023 16:31:59.9
162565;156;29-11-2023 16:31:59.9
162565;148;29-11-2023 16:31:59.9
162565;150;29-11-2023 16:31:59.9
162565;148;30-11-2023 15:17:02.2
162565;156;30-11-2023 15:17:02.2
162565;150;30-11-2023 15:17:02.2
162565;154;30-11-2023 15:17:02.2
162565;148;30-11-2023 21:00:52.6
162565;154;30-11-2023 21:00:52.6
162565;156;30-11-2023 21:00:52.6
162565;150;30-11-2023 21:00:52.6
162565;148;30-11-2023 22:11:05.2
162565;156;30-11-2023 22:11:05.2
162565;154;30-11-2023 22:11:05.2
162565;150;30-11-2023 22:11:05.2
162565;148;01-12-2023 15:37:11.9
162565;156;01-12-2023 15:37:11.9
162565;154;01-12-2023 15:37:11.9
162565;150;01-12-2023 15:37:11.9
162565;148;01-12-2023 15:38:00.0
162565;156;01-12-2023 15:38:00.0
162565;150;01-12-2023 15:38:00.0
162565;154;01-12-2023 15:38:00.0
162565;148;01-12-2023 17:14:44.7
162565;156;01-12-2023 17:14:44.7
162565;154;01-12-2023 17:14:44.7
162565;150;01-12-2023 17:14:44.7
162565;148;01-12-2023 17:15:00.0
162565;156;01-12-2023 17:15:00.0
162565;150;01-12-2023 17:15:00.0
162565;154;01-12-2023 17:15:00.0
162565;148;01-12-2023 17:15:03.6
162565;156;01-12-2023 17:15:03.6
162565;150;01-12-2023 17:15:03.6
162565;154;01-12-2023 17:15:03.6
162565;148;01-12-2023 19:12:38.1
162565;154;01-12-2023 19:12:38.1
162565;156;01-12-2023 19:12:38.1
162565;150;01-12-2023 19:12:38.1
162565;148;01-12-2023 23:15:36.9
162565;156;01-12-2023 23:15:36.9
162565;150;01-12-2023 23:15:36.9
162565;154;01-12-2023 23:15:36.9
162566;143;02-12-2023 09:29:04.2
162566;164;02-12-2023 09:29:04.2
162566;158;02-12-2023 09:29:04.2
162566;162;02-12-2023 09:29:04.2
162566;148;02-12-2023 09:31:31.0
162566;154;02-12-2023 09:31:31.0
162566;152;02-12-2023 09:31:31.0
162566;156;02-12-2023 09:31:31.0
162566;142;02-12-2023 09:32:07.8
162566;142;02-12-2023 09:32:07.8
162566;142;02-12-2023 09:32:07.8
162566;142;02-12-2023 09:32:07.8
162566;142;02-12-2023 09:32:07.8
162566;142;02-12-2023 09:32:07.8
162566;142;02-12-2023 09:32:08.7
162566;142;02-12-2023 09:32:08.7
162566;142;02-12-2023 09:32:09.6
162566;142;02-12-2023 09:32:09.6
162566;142;02-12-2023 09:32:09.6
162566;142;02-12-2023 09:32:09.6
162566;142;02-12-2023 09:32:09.6
162566;142;02-12-2023 09:32:09.7
162566;142;02-12-2023 09:32:09.7
162566;142;02-12-2023 09:32:09.7
162566;142;02-12-2023 09:32:09.7
162566;142;02-12-2023 09:32:09.7
162566;142;02-12-2023 09:32:09.7
162566;142;02-12-2023 09:32:09.7
162566;142;02-12-2023 09:32:09.8
162566;142;02-12-2023 09:32:09.8
162566;142;02-12-2023 09:32:09.8
162566;142;02-12-2023 09:32:09.9
162566;142;02-12-2023 09:32:09.9
162566;142;02-12-2023 09:32:11.5
162566;157;02-12-2023 09:33:00.1
162566;158;02-12-2023 09:33:20.6
162566;175;02-12-2023 09:33:31.6
162566;148;02-12-2023 09:33:39.1
162566;156;02-12-2023 09:33:39.1
162566;152;02-12-2023 09:33:39.1
162566;154;02-12-2023 09:33:39.1
162566;148;02-12-2023 09:33:51.1
162566;152;02-12-2023 09:33:51.1
162566;154;02-12-2023 09:33:51.1
162566;156;02-12-2023 09:33:51.1
162566;169;02-12-2023 09:34:11.2
162566;169;02-12-2023 09:34:25.4
162566;169;02-12-2023 09:34:30.6
162566;174;02-12-2023 09:34:32.7
162566;173;02-12-2023 09:34:37.1
162566;173;02-12-2023 09:34:40.1
162566;148;02-12-2023 09:36:06.3
162566;156;02-12-2023 09:36:06.3
162566;152;02-12-2023 09:36:06.3
162566;154;02-12-2023 09:36:06.3
162566;142;02-12-2023 09:36:12.2
162566;142;02-12-2023 09:36:12.2
162566;142;02-12-2023 09:36:12.2
162566;142;02-12-2023 09:36:12.2
162566;142;02-12-2023 09:36:12.2
162566;142;02-12-2023 09:36:12.3
162566;142;02-12-2023 09:36:12.3
162566;142;02-12-2023 09:36:12.3
162566;142;02-12-2023 09:36:12.3
162566;142;02-12-2023 09:36:12.3
162566;142;02-12-2023 09:36:12.3
162566;142;02-12-2023 09:36:12.4
162566;142;02-12-2023 09:36:12.4
162566;142;02-12-2023 09:36:12.4
162566;142;02-12-2023 09:36:12.4
162566;142;02-12-2023 09:36:12.4
162566;142;02-12-2023 09:36:12.4
162566;142;02-12-2023 09:36:12.5
162566;142;02-12-2023 09:36:12.5
162566;142;02-12-2023 09:36:13.2
162566;142;02-12-2023 09:36:14.4
162566;142;02-12-2023 09:36:14.4
162566;142;02-12-2023 09:36:14.4
162566;142;02-12-2023 09:36:14.4
162566;142;02-12-2023 09:36:14.4
162566;142;02-12-2023 09:36:14.5
162566;142;02-12-2023 09:36:14.5
162566;142;02-12-2023 09:36:14.5
162566;142;02-12-2023 09:36:14.5
162566;142;02-12-2023 09:36:14.5
162566;142;02-12-2023 09:36:14.6
162566;142;02-12-2023 09:36:14.6
162566;142;02-12-2023 09:36:14.6
162566;142;02-12-2023 09:36:14.6
162566;142;02-12-2023 09:36:14.7
162566;142;02-12-2023 09:36:14.7
162566;142;02-12-2023 09:36:14.7
162566;142;02-12-2023 09:36:14.7
162566;142;02-12-2023 09:36:14.7
162566;142;02-12-2023 09:36:14.7
162566;142;02-12-2023 09:36:14.8
162566;142;02-12-2023 09:36:14.8
162566;142;02-12-2023 09:36:15.0
162566;142;02-12-2023 09:36:15.1
162566;142;02-12-2023 09:36:15.2
162566;142;02-12-2023 09:36:15.2
